,Planet Name,Planet Letter,Host Star Name,Orbital Period,Orbital Eccentricity,Orbital Inclination,Planet Radius (Earth Radii),Planet Density,Equilibrium Temperature,Insolation Flux,Transit Depth,Transit Duration,Star Mass,Effective Temperature,Star Luminosity,Star Radius,Star Age,Metallicity,Distance,Parallax,Proper Motion,Planet Reference Name,Discovery Method,Discovery Year,Discovery Publication Date,Number of Photometric Measurements,Number of RV Measurements,Number of Spectroscopic Measurements,Number of Duplicated Measurements,Right Ascension,Declination,Galactic Longitude,Galactic Latitude,Planet Radius Error (Lower),Planet Radius Error (Upper),Planet Radius Limit,Star Mass Error (Lower),Star Mass Error (Upper),Star Mass Limit,Star Radius Error (Lower),Star Radius Error (Upper),Star Radius Limit,Star Age Error (Lower),Star Age Error (Upper),Star Age Limit,Distance Error (Lower),Distance Error (Upper),Parallax Error (Lower),Parallax Error (Upper),Semi-Major Axis (AU)
47,Kepler-261 c,c,Kepler-261,24.570858,0.0,87.52,2.0,3.2,505.0,14.512,0.07537,2.761,0.876,5098.0,-0.471004157407032,0.79,3.98,0.162108,317.499,3.12078,15.3709068,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,291.3647333,37.609239,70.2185,10.02041,0.14,-0.14,0.0,0.03,-0.03,0.0,0.05,-0.05,0.0,3.1,-2.09,0.0,1.756,-1.737,0.0171975,-0.0171975,0.156
48,Kepler-327 d,d,Kepler-327,13.969457,0.0,88.5,1.73,3.86,387.0,7.59,0.111,1.408,0.591913,3799.0,-1.25963731050576,0.49,3.02,-0.2,241.987,4.10372,13.4055879,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,292.6422963,44.0876251,76.56618,12.0424,0.1,-0.1,0.0,0.020356,-0.020356,0.0,0.02,-0.02,0.0,4.53,-1.46,0.0,1.469,-1.469,0.0248989,-0.0248989,0.09
49,Kepler-136 b,b,Kepler-136,11.5789,0.0,89.33,2.05,12.6,951.0,257.984,0.02423,2.855,1.204,6165.0,0.466784014324946,1.35,2.75,0.0001994,420.818,2.34776,3.4480292,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,296.4673039,42.5987984,76.53433,8.8879,0.38,-0.38,0.0,0.043,-0.043,0.0,0.25,-0.25,0.0,0.818,-1.08,0.0,4.389,-4.3,0.0243444,-0.0243444,0.106
50,Kepler-122 d,d,Kepler-122,21.587475,0.0,89.99,2.2,2.83,747.0,77.14,0.03368,4.683,1.08,6050.0,0.269932092903144,1.22,3.89,-0.06,1027.45,0.944664,7.6868732,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,291.1118647,39.9490248,72.26222,11.23653,0.44,-0.44,0.0,0.06,-0.057,0.0,0.24,-0.24,0.0,1.6,-1.82,0.0,19.32,-18.64,0.0178357,-0.0178357,0.155
51,Kepler-157 c,c,Kepler-157,13.5405,0.0,89.56,2.24,2.76,779.0,101.754,0.0461,4.514,1.02,5774.0,0.0911704880896636,1.04,4.07,-0.0593304,773.713,1.2638,4.9310532,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,291.0972257,38.8756049,71.27591,10.77283,0.43,-0.43,0.0,0.042,-0.043,0.0,0.2,-0.2,0.0,2.31,-2.11,0.0,10.485,-10.485,0.0173802,-0.0173802,0.11
52,Kepler-147 c,c,Kepler-147,33.416423,0.0,85.15,2.43,2.48,689.0,61.287,0.02758,7.293,1.14,6012.0,0.427327845165214,1.47,4.47,0.07,1042.02,0.931192,8.1468003,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,287.9757213,39.087168,70.40788,13.05555,0.49,-0.49,0.0,0.079,-0.057,0.0,0.29,-0.29,0.0,1.26,-1.36,0.0,25.965,-25.965,0.0237233,-0.0237233,0.216
53,Kepler-239 b,b,Kepler-239,11.763051,0.0,89.91,2.33,2.62,616.0,34.746,0.10373,2.899,0.757,4914.0,-0.474887914939898,0.76,3.31,0.09,648.109,1.51499,21.4588733,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,294.2020505,40.6633313,73.99484,9.45945,0.15,-0.15,0.0,0.019,-0.019,0.0,0.04,-0.04,0.0,2.25,-1.53,0.0,13.332,-13.332,0.0314827,-0.0314827,0.095
54,Kepler-200 b,b,Kepler-200,8.594805,0.0,87.84,2.13,2.95,854.0,159.069,0.03365,3.534,0.98,5678.0,0.0077767868794025,0.94,6.3,-0.006,665.912,1.47291,9.4976398,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,284.4099503,41.2374928,71.33871,16.40754,0.41,-0.41,0.0,0.042,-0.045,0.0,0.16,-0.16,0.0,1.5,-1.5,0.0,7.1445,-7.1445,0.0159896,-0.0159896,0.08
55,Kepler-243 b,b,Kepler-243,5.715442,0.0,88.81,2.45,2.45,850.0,115.505,0.09081,2.484,0.83,5228.0,-0.373373174896547,0.84,3.5,0.01,693.86,1.41254,4.790524,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,285.1104819,42.0339619,72.31271,16.2214,1.16,-1.16,0.0,0.037,-0.041,0.0,0.4,-0.4,0.0,3.8,-3.8,0.0,9.796,-9.532,0.01992,-0.01992,0.062
56,Kepler-254 b,b,Kepler-254,5.826662,0.0,89.88,3.87,1.36,1013.0,184.341,0.15391,3.032,0.93,5957.0,-0.124910074118346,0.91,0.3,0.16,1389.48,0.691346,17.5272684,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,288.1646541,45.8164257,76.8224,15.64277,1.85,-1.85,0.0,0.043,-0.052,0.0,0.43,-0.43,0.0,2.7,-2.7,0.0,75.41,-68.16,0.0362794,-0.0362794,0.064
57,Kepler-172 c,c,Kepler-172,6.388996,0.0,83.26,2.86,2.01,970.0,227.225,0.05433,3.389,1.0,5526.0,-0.0318708419752236,1.08,6.46,0.23,828.592,1.17846,4.571919,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,283.3684093,41.821839,71.60688,17.34751,0.53,-0.53,0.0,0.042,-0.041,0.0,0.19,-0.19,0.0,3.14,-3.69,0.0,18.482,-17.707,0.0261462,-0.0261462,0.068
58,Kepler-299 c,c,Kepler-299,6.885875,0.0,78.69,2.65,2.22,946.0,198.554,0.04285,4.009,0.95,5617.0,-0.0435217168110032,1.03,0.4,-0.01,1052.24,0.921755,9.9396276,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,283.2070156,48.5805222,78.26193,19.77727,0.63,-0.63,0.0,0.033,-0.035,0.0,0.21,-0.21,0.0,3.0,-3.0,0.0,26.76,-25.48,0.023404,-0.023404,0.07
59,Kepler-278 c,c,Kepler-278,51.078775,0.51,89.07,3.59,1.5,702.0,49.151,0.01415,11.315,1.079,4991.0,0.619720693798145,2.94,7.76,0.271315,443.03,2.2289,9.3313383,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,290.1072124,38.7022694,70.77221,11.39023,0.43,-0.43,0.0,0.069,-0.069,0.0,0.07,-0.07,0.0,2.0,-1.67,0.0,6.2675,-6.2675,0.0316849,-0.0316849,0.294
60,Kepler-339 d,d,Kepler-339,10.558345,0.0,89.23,1.17,50.4,796.0,58.651,0.02094,3.41,0.934,5631.0,-0.313223099288419,0.8,4.37,0.033,616.637,1.5932,7.785265,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,293.351701,48.4445922,80.80071,13.51572,0.53,-0.53,0.0,0.037,-0.037,0.0,0.36,-0.36,0.0,5.32,-2.67,0.0,9.3395,-9.3395,0.0243713,-0.0243713,0.091
61,Kepler-397 b,b,Kepler-397,22.250949,0.0,89.33,2.46,2.44,539.0,20.01,0.06187,1.689,0.844,5307.0,-0.376,0.77,5.25,-0.24,969.0,,5.1794612,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,295.8940373,42.3805156,76.13477,9.15365,21.32,-21.32,0.0,0.032,-0.032,0.0,0.07,-0.07,0.0,4.13,-2.99,0.0,44.634,-40.997,,,0.144
62,Kepler-399 b,b,Kepler-399,14.425281,0.0,89.98,0.96,5.22,773.0,35.63,0.02189,3.686,0.902,5502.0,-0.418,0.68,3.98,0.14,740.537,0.734116542345941,9.2584978,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,299.5017242,40.6707669,75.99132,5.96067,0.51,-0.51,0.0,0.065,-0.033,0.0,0.36,-0.36,0.0,4.69,-2.29,0.0,,,0.107567681176413,-0.107567681176413,0.103
63,HD 219415 b,b,HD 219415,2093.3,0.4,,13.8,0.665,,,,,1.0,4820.0,0.62,2.9,7.233,-0.04,165.184,6.02516,13.2231256,<a refstr=GETTEL_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...756...53G/abstract target=ref> Gettel et al. 2012 </a>,Radial Velocity,2012,2012-09,0,0,0,0,348.7243579,56.7303001,109.94232,-3.6869,,,0.0,0.1,-0.1,0.0,0.4,-0.4,0.0,2.295,-2.295,0.0,0.895,-0.895,0.0325539,-0.0325539,3.2
64,HD 207832 c,c,HD 207832,1155.7,0.27,,14.0,0.465,,,,,0.94,5710.0,-0.112,0.9,1.36,0.14,58.9291,16.9408,192.6495672,<a refstr=HAGHIGHIPOUR_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...756...91H/abstract target=ref> Haghighipour et al. 2012 </a>,Radial Velocity,2012,2012-09,1,1,2,0,328.1517893,-26.0271749,24.00289,-50.21556,,,0.0,0.1,,0.0,0.06,,0.0,1.26,-1.26,0.0,0.156,-0.1552,0.0444741,-0.0444741,2.112
65,WASP-176 b,b,WASP-176,3.899052,0.0,86.7,16.87,0.31,1721.0,1703.24125493469,0.64,5.1528,1.34,5941.0,0.616534378594888,1.93,4.81,0.164,568.42,1.73126,7.9298352,<a refstr=COOKE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..255C/abstract target=ref>Cooke et al. 2020</a>,Transit,2020,2020-06,0,0,0,0,313.6872928,9.1790688,56.66204,-22.17916,0.56,-0.504,0.0,0.08,-0.13,0.0,0.05,-0.04,0.0,0.191,-0.191,0.0,11.93,-11.458,0.035904,-0.035904,0.0535
66,NGTS-17 b,b,NGTS-17,3.24253,0.0,,13.899,0.5,1457.0,1160.0,,3.391,1.02,5650.0,0.241200700353306,1.34,9.22,0.15,1040.28,0.932059,11.8138267,<a refstr=TILBROOK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp..893T/abstract target=ref>Tilbrook et al. 2021</a>,Transit,2021,2021-03,0,0,0,0,72.9005729,-34.2262128,236.48794,-38.60499,1.233,-1.233,0.0,0.03,-0.03,0.0,0.12,-0.12,0.0,1.41,-1.4,0.0,22.05,-21.16,0.0198214,-0.0198214,0.0391
67,HAT-P-2 c,c,HAT-P-2,8500.0,0.37,90.0,12.4,9.8,,,,,1.33,6412.0,0.640216307229067,1.416,1.44,0.0535135,127.774,7.79749,30.9650963,<a refstr=DE_BEURS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..136D/abstract target=ref>de Beurs et al. 2023</a>,Radial Velocity,2023,2023-10,2,5,2,0,245.1514324,41.0479601,65.02085,45.2323,,,0.0,0.03,-0.03,0.0,0.04,-0.062,0.0,0.47,-0.47,0.0,0.425,-0.423,0.0257663,-0.0257663,
68,NGTS-25 b,b,NGTS-25,2.823093,0.0,89.34,11.467,0.74,1101.0,,,2.466,0.91,5321.0,-0.292,0.86,3.49,0.12,521.233,1.89029,7.9329614,<a refstr=JACKSON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221101044J/abstract target=ref>Jackson et al. 2022</a>,Transit,2022,2022-11,0,0,0,0,307.4182976,-39.0323568,2.60742,-35.06443,0.392,-0.583,0.0,0.03,-0.04,0.0,0.02,-0.05,0.0,3.49,-3.37,0.0,8.367,-8.112001,0.0300914,-0.0300914,0.0388
69,NGTS-27 b,b,NGTS-27,3.3704181,0.0,86.2,15.648,0.266,1783.0,1680.0,0.561,4.888,1.07,5700.0,0.514,1.77,7.9,0.0,942.122,1.0334,20.5033622,<a refstr=BOUCHY_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...684A.201B/abstract target=ref>Bouchy et al. 2024</a>,Transit,2024,2024-04,0,0,0,0,206.0265266,-32.5229747,315.62348,29.04746,0.426,-0.392,0.0,0.06,-0.06,0.0,0.03,-0.03,0.0,0.8,-0.8,0.0,29.592,-27.874,0.0321025,-0.0321025,0.0446
70,WASP-4 b,b,WASP-4,1.33823147,0.0,89.06,14.807,0.612,1673.0,1188.62185446373,2.3,2.12832,0.86,5400.0,-0.178970688286199,0.89,7.0,-0.07,267.206,3.71451,88.072915,<a refstr=BOUMA_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..217B/abstract target=ref>Bouma et al. 2019</a>,Transit,2007,2008-03,13,1,0,0,353.5629149,-42.0617794,344.4924,-68.29575,0.437,-0.437,0.0,0.08,-0.09,0.0,0.03,-0.03,0.0,,,0.0,3.771,-3.67,0.0517115,-0.0517115,0.0226
71,TOI-1693 b,b,TOI-1693,1.7666957,,,1.41,5.04,764.0,57.0208083739738,0.0830508297273804,1.41966821621713,0.49,3499.0,-1.55409391912513,0.46,,,30.7947,32.4443,28.8738864,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,Transit,2022,2022-02,0,0,0,0,90.3083455,34.7730904,176.63155,5.80798,0.1,-0.1,0.0,0.03,-0.03,0.0,0.01,-0.01,0.0,,,,0.0391,-0.0391,0.0409149,-0.0409149,0.0226
72,NGTS-1 b,b,NGTS-1,2.647298,0.016,85.27,14.908,0.42,790.0,65.3,2.13678824901043,1.23,0.62,3916.0,-1.15326026951547,0.57,,0.0,218.121,4.55577,51.9692576,<a refstr=BAYLISS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.475.4467B/abstract target=ref>Bayliss et al. 2018</a>,Transit,2017,2018-04,0,0,0,0,82.7142134,-36.6309812,241.19241,-31.20101,6.837,-3.699,0.0,0.02,-0.06,0.0,0.08,-0.08,0.0,,,,1.037,-1.037,0.0216342,-0.0216342,0.0326
73,TOI-1288 c,c,TOI-1288,416.0,0.0,,11.1,0.344,,,,,0.96,5388.0,-0.155,0.96,6.5,0.257,114.865,8.67701,81.1093421,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,Radial Velocity,2022,2022-12,0,0,0,0,313.1670294,65.6087833,101.44251,13.28607,,,0.0,0.03,-0.03,0.0,0.02,-0.02,0.0,2.6,-2.5,0.0,0.322,-0.321,0.024177,-0.024177,1.07
74,NGTS-24 b,b,NGTS-24,3.4678796,0.0,82.61,13.608,0.36,1499.0,391.83,0.477,2.929,1.26,5820.0,0.446,1.64,4.77,0.27,683.062,1.43538,0.8338485,<a refstr=JACKSON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221101044J/abstract target=ref>Jackson et al. 2022</a>,Transit,2022,2022-11,0,0,0,0,168.5638892,-37.9101328,282.5716,21.0893,0.65,-0.695,0.0,0.05,-0.21,0.0,0.03,-0.09,0.0,3.56,-0.91,0.0,11.048,-10.709,0.0231355,-0.0231355,0.0479
75,TOI-3261 b,b,TOI-3261,0.8831331,0.0,87.8,3.82,3.0,1722.0,1466.0,0.206806748773978,1.618,0.86,5068.0,-0.367,0.85,6.5,0.138,300.141,3.30283,61.0341648,<a refstr=NABBIE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240704225N/abstract target=ref>Nabbie et al. 2024</a>,Transit,2024,2024-07,0,0,0,0,47.7285242,-73.531972,290.69769,-40.1114,0.42,-0.35,0.0,0.02,-0.03,0.0,0.02,-0.02,0.0,2.1,-2.1,0.0,1.082,-1.074,0.0118782,-0.0118782,0.01714
76,NGTS-15 b,b,NGTS-15,3.27623,0.0,,12.33,0.74,1146.0,425.0,,2.504,0.99,5600.0,-0.0857095856200532,0.95,3.28,0.15,786.485,1.2425,5.8370032,<a refstr=TILBROOK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp..893T/abstract target=ref>Tilbrook et al. 2021</a>,Transit,2021,2021-03,0,0,0,0,73.3553101,-32.8003484,234.7828,-37.98373,1.121,-1.121,0.0,0.03,-0.03,0.0,0.08,-0.08,0.0,4.23,-3.56,0.0,10.685,-10.408,0.0169234,-0.0169234,0.0441
77,TOI-2803 A b,b,TOI-2803 A,1.96229325,0.0,89.0,18.114,0.287,1893.0,2150.0,1.781,3.091,1.12,6280.0,0.336,1.25,3.7,-0.105,494.818,1.99238,11.9033141,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,Transit,2023,2023-03,0,0,0,0,93.1147397,-23.4924956,230.37429,-18.65813,0.381,-0.359,0.0,0.06,-0.05,0.0,0.02,-0.02,0.0,1.5,-1.3,0.0,6.647,-6.477,0.0265953,-0.0265953,0.03185
78,TOI-4860 b,b,TOI-4860,1.5227591,0.008,88.5,8.7,0.75,694.0,42.5,5.806,1.231,0.34,3260.0,-1.83564714421556,0.36,4.5,0.27,80.1423,12.4503,177.3298011,<a refstr=ALMENARA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230801454A/abstract target=ref>Almenara et al. 2023</a>,Transit,2023,2023-10,0,0,0,0,183.563961,-13.1748411,289.14624,48.69912,0.4,-0.4,0.0,0.01,-0.01,0.0,0.01,-0.01,0.0,,,-1.0,0.6481,-0.6379,0.0993589,-0.0993589,0.01808
79,NGTS-3 A b,b,NGTS-3 A,1.6753728,,89.56,16.589,0.31,1434.43669424407,1000.56785700509,2.68,2.3,1.02,5600.0,-0.14400356447129,0.93,,0.12,743.972,1.31535,12.4519372,<a refstr=G_UUML_NTHER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.478.4720G/abstract target=ref>G&uuml;nther et al. 2018</a>,Transit,2018,2018-08,0,0,0,0,94.4447595,-35.706364,243.01044,-21.83176,4.147,-4.147,0.0,0.09,-0.09,0.0,0.23,-0.23,0.0,,,,10.892,-10.588,0.0192569,-0.0192569,0.023
80,TOI-5344 b,b,TOI-5344,3.792622,0.054,87.15,10.604,0.604,689.0,38.0,2.444,1.773,0.61,3747.0,-1.213,0.59,10.9,0.425,138.367,7.19927,45.9155341,<a refstr=HARTMAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..163H/abstract target=ref>Hartman et al. 2023</a>,Transit,2023,2023-10,0,0,0,0,63.2662165,20.9151568,173.63114,-21.53476,0.235,-0.235,0.0,0.03,-0.03,0.0,0.01,-0.01,0.0,5.8,-5.8,0.0,1.336,-1.311,0.068582,-0.068582,0.04041
81,HD 104067 b,b,HD 104067,55.851,0.123,,9.2,0.438,,,,,0.82,4952.0,-0.512558148833343,0.78,4.33,0.11,20.3632,49.0793,447.0205242,<a refstr=KANE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240317062K/abstract target=ref>Kane et al. 2024</a>,Radial Velocity,2009,2011-11,1,0,2,0,179.7923543,-20.3556058,286.65584,40.85838,,,0.0,0.03,-0.03,0.0,0.01,-0.01,0.0,3.99,-3.99,0.0,0.0245,-0.0244,0.058593,-0.058593,0.2674
82,TOI-1135 b,b,TOI-1135,8.0277283,0.0,89.97,9.341,0.41,1074.281947,254.89,0.5704,4.339,1.16,5962.7,0.230959555748569,1.15,0.562,0.0,114.048,8.73936,17.6292865,<a refstr=HORD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..233H/abstract target=ref>Hord et al. 2024</a>,Transit,2024,2024-02,0,0,0,0,193.3963704,85.1294952,122.87817,31.99853,0.42,-0.42,0.0,,,0.0,,,0.0,0.438,-0.438,0.0,0.308,-0.306,0.0234385,-0.0234385,0.082337
83,TOI-2818 b,b,TOI-2818,4.039709,0.0,87.73,15.278,0.34,1376.0,598.0,1.3,3.804,0.98,5721.0,0.164,1.23,9.5,-0.02,312.674,3.16952,10.8891266,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,Transit,2023,2023-03,0,0,0,0,119.0598183,-35.1167104,251.03691,-3.39354,0.516,-0.504,0.0,0.06,-0.05,0.0,0.03,-0.03,0.0,2.6,-2.8,0.0,2.265,-2.233,0.022832,-0.022832,0.0493
84,TOI-2141 b,b,TOI-2141,18.26157,0.21,89.0,3.05,4.6,722.0,57.4643,0.0971,4.9,0.94,5659.0,-0.05,0.98,6.4,-0.12,77.682,12.8442,111.2935958,<a refstr=MARTIOLI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231107011M/abstract target=ref>Martioli et al. 2023</a>,Transit,2023,2023-11,0,0,0,0,258.7623456,18.3403449,39.73243,29.2349,0.23,-0.23,0.0,0.02,-0.02,0.0,0.06,-0.06,0.0,1.8,-1.8,0.0,0.2257,-0.2244,0.037016,-0.037016,0.133
85,TOI-5238 b,b,TOI-5238,4.872171,,,5.22,0.916,1042.0,195.925,0.218,2.584,1.0,5631.0,-0.023,1.02,,,290.646,3.41174,19.9718288,<a refstr=MANTOVAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.2311M/abstract target=ref>Mantovan et al. 2022</a>,Transit,2022,2022-11,0,0,0,0,223.3588909,68.859472,108.04149,44.57666,,,0.0,0.09,-0.16,0.0,0.05,-0.05,0.0,,,,1.547,-1.532,0.0180878,-0.0180878,
86,BD-14 3065 b,b,BD-14 3065 A,4.2889731,0.066,80.78,21.59,2.15,2001.0,646.761,0.649,3.086,1.41,6935.0,1.06,2.35,2.24,-0.34,589.423,1.66848,9.0305658,<a refstr=_SCARON_UBJAK_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240312311S/abstract target=ref>&Scaron;ubjak et al. 2024</a>,Transit,2024,2024-03,0,0,0,0,153.6696689,-15.6428372,256.57364,32.77156,1.05,-1.05,0.0,0.05,-0.05,0.0,0.08,-0.08,0.0,0.26,-0.26,0.0,16.599,-15.729,0.046156,-0.046156,0.0656
87,TOI-1669 b,b,TOI-1669,500.0,0.0,,14.1,0.374,,,,,0.99,5497.0,-0.036,1.06,7.7,0.274,111.276,8.95781,97.9811882,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,Radial Velocity,2023,2023-02,0,0,0,0,45.9564744,83.5874273,126.69567,21.70691,,,0.0,0.03,-0.03,0.0,0.02,-0.02,0.0,2.2,-2.1,0.0,0.371,-0.368,0.0296437,-0.0296437,1.27
88,HAT-P-64 b,b,HAT-P-64,4.007232,0.101,88.01,19.089,0.144,1766.0,1611.0,1.036,4.925,1.3,6457.0,0.668,1.74,2.88,-0.113,651.897,1.50537,8.6899889,<a refstr=BAKOS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162....7B/abstract target=ref>Bakos et al. 2021</a>,Transit,2021,2021-07,0,0,0,0,68.9743955,2.4312732,193.55233,-28.45082,0.785,-0.785,0.0,0.02,-0.02,0.0,0.04,-0.03,0.0,0.13,-0.13,0.0,15.413,-14.728,0.0351902,-0.0351902,0.05387
89,HR 8799 b,b,HR 8799,170000.0,,30.27,13.0,5.0,1200.0,,,,1.5,7204.58,0.692,1.49338,0.06,-0.47,41.2441,24.2175,119.0689573,<a refstr=MAROIS_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008Sci...322.1348M/abstract target=ref> Marois et al. 2008 </a>,Imaging,2008,2008-11,1,0,0,2,346.8701486,21.1340376,92.7646,-35.57552,1.0,-1.0,0.0,0.3,-0.3,0.0,0.0493412,-0.0509352,0.0,0.1,-0.03,0.0,0.1515,-0.1505,0.0880942,-0.0880942,68.0
90,NGTS-8 b,b,NGTS-8,2.4997,0.01,86.9,12.218,0.89,1345.0,503.0,,2.61,0.89,5241.0,-0.209929150167075,0.98,12.48,0.24,428.976,2.30266,23.6701599,<a refstr=COSTES_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.491.2834C/abstract target=ref>Costes et al. 2020</a>,Transit,2019,2020-01,0,0,0,0,328.9759206,-14.0684399,41.59543,-47.14354,0.336,-0.336,0.0,0.05,-0.04,0.0,0.02,-0.02,0.0,3.23,-3.68,0.0,5.621,-5.481,0.029933,-0.029933,0.035
91,TOI-1669 c,c,TOI-1669,2.6800535,0.0,,2.296,6.0,1285.15919336,415.617,0.0468,1.9284255,0.99,5497.0,-0.036,1.06,7.7,0.274,111.276,8.95781,97.9811882,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,Transit,2024,2024-06,0,0,0,0,45.9564744,83.5874273,126.69567,21.70691,0.102,-0.09,0.0,0.03,-0.03,0.0,0.02,-0.02,0.0,2.2,-2.1,0.0,0.371,-0.368,0.0296437,-0.0296437,0.0376
